contract_name;ID_duplicate_contract
RefrigeratedTransportationStripped-4-16;False
RefrigeratedTransportationProtected-28-7;False
TokenProtected-43-9;False
Wallet-13-1;False
RefrigeratedTransportation-58-7;False
Storage-43-3;False
RefrigeratedTransportation-45-7;False
RefundEscrowProtected-31-13;False
Storage-43-5;False
TokenProtected-5-1;False
TokenProtected-36-10;False
TokenProtected-78-2;True
TokenProtected-70-5;True
RefrigeratedTransportationProtected-45-14;False
RefrigeratedTransportationProtected-75-3;True
RefundEscrow-43-13;False
Token-58-8;False
TokenProtected-43-20;False
TokenProtected-43-7;False
Token-58-2;False
Storage-78-1;False
Storage-36-1;True
TokenStripped-31-2;False
TokenProtected-43-13;False
TokenProtected-43-2;False
RefrigeratedTransportationProtected-43-11;False
RefrigeratedTransportationProtected-45-10;False
RefrigeratedTransportationProtected-67-2;True
Token-43-2;False
RefrigeratedTransportationProtected-28-1;False
RefundEscrowProtected-4-3;False
StorageProtected-74-1;False
StorageProtected-33-1;True
RefrigeratedTransportationProtected-45-3;False
RefrigeratedTransportationProtected-75-1;True
StorageProtected-43-3;False
RefrigeratedTransportation-4-14;False
TokenProtected-31-1;False
Storage-43-8;False
RefundEscrowProtected-58-5;False
WalletStripped-58-4;False
WalletProtected-58-11;False
StorageProtected-43-11;False
RefundEscrow-58-2;False
RefundEscrowProtected-36-13;False
WalletStripped-58-2;False
Storage-31-2;False
RefrigeratedTransportationProtected-58-27;False
RefrigeratedTransportationProtected-58-12;False
WalletProtected-13-3;False
RefundEscrowStripped-43-3;False
Token-13-2;False
RefrigeratedTransportationStripped-4-11;False
RefrigeratedTransportation-79-2;False
RefrigeratedTransportation-28-9;True
RefrigeratedTransportationStripped-58-5;False
RefrigeratedTransportation-58-17;False
Token-2-5;False
RefrigeratedTransportation-26-2;False
RefrigeratedTransportation-76-2;True
TokenProtected-36-9;False
StorageProtected-36-13;False
RefrigeratedTransportation-24-7;False
Storage-58-3;False
StorageProtected-43-16;False
RefrigeratedTransportationProtected-45-2;False
TokenProtected-63-6;False
TokenProtected-58-3;False
TokenProtected-63-3;False
RefrigeratedTransportationProtected-43-17;False
TokenProtected-36-5;False
RefundEscrowProtected-58-8;False
RefrigeratedTransportationStripped-25-1;False
RefrigeratedTransportationStripped-69-1;True
RefrigeratedTransportationProtected-24-8;False
TokenProtected-58-25;False
TokenStripped-5-1;False
RefrigeratedTransportationProtected-34-2;False
RefundEscrow-43-1;False
StorageProtected-72-1;False
RefrigeratedTransportationStripped-58-7;False
TokenProtected-36-8;False
RefrigeratedTransportationProtected-43-5;False
TokenProtected-58-7;False
WalletStripped-43-1;False
RefrigeratedTransportationProtected-28-11;False
Wallet-58-5;False
TokenProtected-43-15;False
Wallet-2-1;False
RefrigeratedTransportation-24-1;False
RefundEscrowStripped-31-4;False
StorageProtected-0-0;False
RefrigeratedTransportation-28-12;False
RefundEscrowProtected-58-12;False
RefrigeratedTransportation-28-3;False
RefrigeratedTransportation-79-1;True
RefrigeratedTransportation-45-6;False
RefundEscrowStripped-13-1;False
RefundEscrowStripped-58-2;False
RefundEscrowProtected-43-16;False
RefundEscrowProtected-43-15;False
StorageProtected-58-19;False
RefrigeratedTransportation-58-16;False
TokenProtected-63-7;False
RefundEscrowProtected-63-2;False
RefundEscrow-43-6;False
TokenProtected-43-16;False
RefundEscrowProtected-36-3;False
RefundEscrowProtected-70-2;True
RefundEscrow-43-12;False
TokenStripped-58-1;False
RefundEscrowStripped-4-4;False
TokenProtected-34-3;False
RefundEscrowProtected-31-5;False
RefundEscrowProtected-58-26;False
RefrigeratedTransportationProtected-58-24;False
Token-43-4;False
RefundEscrowProtected-43-21;False
RefrigeratedTransportationStripped-45-1;False
RefrigeratedTransportation-24-2;False
RefrigeratedTransportation-45-4;False
RefrigeratedTransportationStripped-58-11;False
RefrigeratedTransportationStripped-71-2;False
RefrigeratedTransportationStripped-28-2;True
WalletProtected-13-1;False
RefundEscrowProtected-58-23;False
RefrigeratedTransportation-58-6;False
RefrigeratedTransportationProtected-24-3;False
RefundEscrowProtected-58-9;False
TokenProtected-33-6;False
Token-34-5;False
Token-65-3;True
RefundEscrowProtected-58-21;False
Token-63-4;False
StorageProtected-43-8;False
Token-34-4;False
RefrigeratedTransportationProtected-58-18;False
RefrigeratedTransportationProtected-58-4;False
StorageProtected-58-13;False
TokenProtected-34-4;False
RefrigeratedTransportationProtected-45-8;False
RefrigeratedTransportationProtected-58-30;False
Storage-4-1;False
RefrigeratedTransportationProtected-58-28;False
RefundEscrowStripped-0-0;False
WalletProtected-43-3;False
RefundEscrowProtected-58-7;False
TokenProtected-2-9;False
Token-43-5;False
Token-31-4;False
RefrigeratedTransportationStripped-4-12;False
RefrigeratedTransportationProtected-33-5;False
WalletStripped-58-1;False
RefrigeratedTransportation-28-8;False
TokenProtected-63-1;False
RefrigeratedTransportation-43-8;False
RefrigeratedTransportationProtected-43-3;False
TokenProtected-58-23;False
StorageStripped-58-4;False
TokenProtected-31-4;False
Storage-64-1;False
RefrigeratedTransportationProtected-43-2;False
Storage-58-9;False
WalletStripped-31-1;False
Storage-0-0;False
RefrigeratedTransportation-4-6;False
StorageProtected-36-3;False
StorageProtected-70-1;True
Token-2-3;False
TokenProtected-2-4;False
WalletProtected-36-4;False
RefrigeratedTransportationProtected-58-23;False
Token-5-1;False
RefrigeratedTransportationProtected-33-18;False
RefundEscrow-36-4;False
RefundEscrow-70-3;True
RefrigeratedTransportation-4-13;False
Token-58-7;False
StorageProtected-43-12;False
RefrigeratedTransportationStripped-4-15;False
RefrigeratedTransportationProtected-4-14;False
TokenProtected-73-1;False
TokenProtected-34-2;True
TokenProtected-65-2;True
RefundEscrowProtected-2-5;False
RefundEscrowProtected-31-1;False
Storage-4-3;False
RefundEscrowProtected-58-25;False
Storage-58-7;False
RefrigeratedTransportationProtected-33-17;False
TokenProtected-43-5;False
RefrigeratedTransportationProtected-33-2;False
Token-58-13;False
RefrigeratedTransportation-45-13;False
WalletProtected-36-3;False
RefrigeratedTransportation-24-6;False
RefrigeratedTransportation-25-3;False
RefrigeratedTransportation-69-3;True
TokenProtected-2-5;False
RefrigeratedTransportationProtected-4-15;False
TokenProtected-36-12;False
WalletProtected-24-1;False
WalletProtected-58-6;False
RefundEscrow-36-8;False
StorageProtected-36-7;False
TokenProtected-4-5;False
